country,name,generation,emission,fuel,sigma,generation_el,generation_heat,emissions_heat,emissions_el,emission_factor
LT,Manual Match,LE TG-7|LE TG-8|LE TG-9,Lietuvos elektrinė,gas,0.0,1230330.0,154790.29331023374,23508.877674934833,427102.1223250652,347.1443615331376
LT,Manual Match,VE3 TG-1|VE3 TG-2,Termofikacinė elektrinė Nr. 3 (E-3),gas,0.0,731.0,0.0,0.0,1055.0,1443.2284541723666
LV,Manual Match,"Block-1, Gas Turbine, RTEC2|Block-1, Steam Turbine, RTEC2|Block-2, Gas Turbine, RTEC2|Block-2, Steam Turbine, RTEC2",Installation 7,gas,0.0,1319319.0,742395.5365336518,117735.05866476915,478235.94133523083,362.48696587802556
NL,Manual Match,Amer 9,RWE Amercentrale,coal,0.0,3778897.999999939,1153080.8189995883,110962.17115400027,831193.8288459997,219.95667224836794
NL,Manual Match,Claus C,Energie Productie Clauscentrale,gas,0.0,6204948.210000066,0.0,0.0,2153734.0,347.09943211596556
NL,Manual Match,Diemen 33|Diemen 34,Vattenfall Centrale Diemen,gas,0.0,3375911.0,458366.341147043,74053.43729689987,1246652.5627031,369.2788591592314
NL,Manual Match,EDH,Uniper Centrale De Constant Rebecqueplein,gas,0.0,295022.75,282928.3953675349,41596.94150088593,99143.05849911406,336.05224851003544
NL,Manual Match,Eems 7|Eems 6|Eems 5|Eems 4|Eems 3|Eems 20,ENGIE Eemscentrale,gas,0.0,4717886.070000003,0.0,0.0,1755764.0,372.1505720887403
NL,Manual Match,Eemshaven 10|Eemshaven 20|Eemshaven 30,RWE Eemshaven Magnum B.V.,gas,0.0,6209135.0,0.0,0.0,2246606.0,361.82270155182647
NL,Manual Match,Eemshaven A|Eemshaven B,RWE Eemshaven Centrale,coal,0.0,3612684.7999999803,0.0,0.0,2528618.0,699.9276549119407
NL,Manual Match,FLEVO 4|FLEVO 5,ENGIE Maximacentrale,gas,0.0,5066337.050000012,0.0,0.0,1789174.0,353.1494218293265
NL,Manual Match,Maasstroom Energie,EP NL Rijnmond 2 B.V.,gas,0.0,2292413.519999982,0.0,0.0,831852.0,362.87170388002534
NL,Manual Match,Maasvlakte 3,Uniper Centrale Maasvlakte,coal,1.0,4739873.5,46968.28466491543,14640.373702070126,3377039.62629793,712.4746317170552
NL,Manual Match,NLROTTETH__1,Power Plant Rotterdam B.V.,coal,0.0,12505.699999999997,0.0,0.0,16978.0,1357.620924858265
NL,Manual Match,RoCa 3,Uniper Centrale RoCa,gas,0.0,671435.5,565888.7059516932,87928.33062343071,238464.66937656928,355.156480967374
NL,Manual Match,Sloecentrale 10|Sloecentrale 20,EP NL Sloe Centrale B.V.,gas,0.0,5041223.930000011,0.0,0.0,1798500.0,356.75860167552526
NL,Manual Match,Velsen 24|Velsen 25,Vattenfall Power Velsen,gas,0.0,1884252.0,0.0,0.0,3418661.0,1814.3332208218433
NL,enecogen,ENECOGEN-U10|ENECOGEN-U20,Enecogen,gas,0.0,5455511.219999986,0.0,0.0,1903268.0,348.87069666772766
NL,hemweg,Hemweg 9,Vattenfall Centrale Hemweg,gas,0.0,2498295.5,0.0,0.0,860704.0,344.5164913437982
NL,moerdijk,Moerdijk 1|Moerdijk 2,WKC Moerdijk,gas,0.0,1493086.3299999894,0.0,0.0,540879.0,362.25567747311965
NL,rijnmond,Rijnmond 1,EP NL Rijnmond 1 B.V.,gas,0.0,2985301.919999968,0.0,0.0,1103148.0,369.5264430741437
NL,weide,Lage Weide 6,Eneco Centrale Lage Weide,gas,0.0,1087567.259999997,598298.6084328813,93744.09764519839,389496.9023548016,358.13592104161233
PL,Manual Match,Dolna Odra B1|Dolna Odra B2|Dolna Odra B5|Dolna Odra B6|Dolna Odra B7|Dolna Odra B8,PGE GiEK S.A. Oddział Zespół Elektrowni Dolna Odra,coal,0.0,2288075.7099999944,161746.58332592278,66566.98816597983,2152366.0118340203,940.6882833584319
PL,Manual Match,EC Stalowa Wola B12,Elektrociepłownia Stalowa Wola SA,gas,0.0,499207.71000000025,0.0,0.0,164373.0,329.26775109302685
PL,Manual Match,EC Wloclawek B1,Blok gazowo-parowy CCGT,gas,0.0,2954140.570000006,0.0,0.0,1049789.0,355.36189802911036
PL,Manual Match,Jaworzno 3 B3|Jaworzno 3 B1|Jaworzno 3 B2|Jaworzno 3 B4|Jaworzno 3 B5|Jaworzno 3 B6,TAURON Wytwarzanie SA O. Elektrownia Jaworzno III,coal,0.4058962439776435,2683361.399999994,60348.16173644165,26977.39862959475,2741808.6013704054,1021.7813379034264
PL,Manual Match,Katowice B1,Zakład Wytwarzania Katowice,coal,0.0,526324.82,708486.8137259845,221310.79236319676,375791.2076368033,713.9910438515959
