country,fuel,total_generation,matched_generation,coverage_percentage,emissions_el,emissions_heat,emission_factor
RO,lignite,7402147.399999995,7402147.399999996,100.0,6844871.061708368,310030.93829163106,924.7142338327892
SE,gas,51677.79999999857,0.0,0.0,0.0,0.0,
SE,oil,27691.800000000258,24462.400000000263,88.33806397561747,15787.0,0.0,645.3577735626852
SI,coal+lignite,3667994.9200000074,3667994.9200000074,100.0,3534780.0017796317,225657.99822036814,963.6818149627167
SI,gas,6539.4,0.0,0.0,0.0,0.0,
SI,lignite,3667994.9200000074,3667994.9200000074,100.0,3534780.0017796317,225657.99822036814,963.6818149627167
SK,coal,69325.35999999987,69325.35999999987,100.0,71097.01044475722,8770.98955524278,1025.5555895383357
SK,coal+lignite,907965.0000000034,907965.0000000034,100.0,1094754.4922672908,200002.50773270923,1205.7232297140163
SK,gas,1781093.7600000543,1781064.1700000542,99.9983386612954,629491.0,0.0,353.4353284980074
SK,lignite,838639.6400000035,838639.6400000035,100.00000000000001,1023657.4818225335,191231.51817746644,1220.6166188644854
