country,fuel,total_generation,matched_generation,coverage_percentage,emissions_el,emissions_heat,emission_factor
DE,gas,37107493.069999926,35830124.98999993,96.55765460202241,15530818.666687377,3595717.33331262,433.4570049929208
DE,lignite,98131836.88999984,98291954.48999983,100.16316580334625,107632320.50821869,3050758.491781316,1095.0267604981764
DE,oil,1325456.42,13607.63,1.0266372997763291,27286.0,0.0,2005.1985540465166
DK,coal,4055717.8799999505,3317276.8399999444,81.79259352230844,2348924.9400283066,687099.0599716933,708.0883065606143
DK,coal+lignite,4055717.8799999505,3317276.8399999444,81.79259352230844,2348924.9400283066,687099.0599716933,708.0883065606143
DK,gas,238602.34000000032,0.0,0.0,0.0,0.0,
DK,oil,12611.790000000372,12611.790000000372,100.0,13699.483951592769,1662.5160484072312,1086.2442168472805
ES,coal,5077486.199999997,5077486.199999996,99.99999999999999,6750829.0,0.0,1329.5612699055696
ES,coal+lignite,5077486.199999997,5077486.199999996,99.99999999999999,6750829.0,0.0,1329.5612699055696
ES,gas,37982501.39999998,37055207.299999975,97.55862814237925,14252236.0,0.0,384.6216777203135
FI,coal,2940214.429999995,2940213.9999999944,99.99998537521631,1326644.8734838413,1144563.1265161587,451.20690993371363
FI,coal+lignite,2940214.429999995,2940213.9999999944,99.99998537521631,1326644.8734838413,1144563.1265161587,451.20690993371363
FI,gas,1776664.3300000327,1413883.6400000332,79.58079734735301,436616.63909812196,334488.36090187804,308.80662789061745
FI,oil,1670.2899999999668,1670.2899999999668,100.0,1545.0,0.0,924.989073753678
FR,coal,3679040.0,3679040.0,100.0,3347913.0,0.0,909.9963577454988
FR,coal+lignite,3679040.0,3679040.0,100.0,3347913.0,0.0,909.9963577454988
FR,gas,21987224.0,20765094.0,94.44163574264763,10826829.0,0.0,521.3956170870212
FR,oil,342275.0,342275.0,100.0,286571.0,0.0,837.2536702943539
GR,coal+lignite,5429550.0,5429550.0,100.0,8036462.175481374,376073.82451862603,1480.134113412967
GR,gas,21749816.0,21749816.0,100.0,8384725.8579517035,759517.1420482964,385.50789845540316
GR,lignite,5429550.0,5429550.0,100.0,8036462.175481374,376073.82451862603,1480.134113412967
HU,coal+lignite,3025156.8650000007,3025156.8650000007,100.0,3436918.1186953764,35567.88130462352,1136.1123644394472
HU,gas,5849749.902500007,5849749.902500007,100.0,2239430.9429646167,272065.0570353834,382.8250746254214
HU,lignite,3025156.8650000007,3025156.8650000007,100.0,3436918.1186953764,35567.88130462352,1136.1123644394472
HU,oil,17633.98250000004,17633.98250000004,100.0,17233.0,0.0,977.260808782132
IE,coal,3684446.845000012,3155783.310000012,85.6514815590996,3228756.0,0.0,1023.123479286031
IE,coal+lignite,3684446.845000012,3155783.310000012,85.6514815590996,3228756.0,0.0,1023.123479286031
IE,gas,15590124.41499999,13668165.674999988,87.67194738900996,5452774.820393307,696231.1796066934,398.9397663189586
IE,oil,617218.9350000003,606256.0200000004,98.2238206933817,546282.0,0.0,901.0747637606958
IT,coal,13057091.0,13057091.0,100.0,13272213.0,0.0,1016.4754921291427
IT,coal+lignite,13057091.0,13057091.0,100.0,13272213.0,0.0,1016.4754921291427
IT,gas,111930724.0,108185295.0,96.65379721835802,42722023.77922721,529725.2207727903,394.89677205416143
IT,oil,1462795.0,1462795.0,100.0,1347418.0,0.0,921.1256532870293
LT,gas,837108.0,837108.0,100.0,292878.6080702094,11767.391929790596,349.8695605229067
LV,gas,1539465.0,1539465.0,100.0,552716.9914482033,122570.0085517966,359.03186590679445
NL,coal,20589582.639999907,20589582.639999907,100.0,11557190.684263147,72609.31573685184,561.3125281039305
NL,coal+lignite,20589582.639999907,20589582.639999907,100.0,11557190.684263147,72609.31573685184,561.3125281039305
NL,gas,38509591.28999996,33874400.49999999,87.96354197816785,15491722.61021193,494007.38978807046,457.32831818564387
NO,gas,608608.5800000015,0.0,0.0,0.0,0.0,
PL,coal,65618855.280000046,59293971.93000005,90.36117999466572,52176944.82574706,6136327.174252946,879.9704780672299
PL,coal+lignite,108037638.54000002,101712755.19000003,94.14566679217238,99862021.37557486,6674846.624425149,981.8043094893262
PL,gas,10529437.25000004,10049353.200000038,95.44055357754281,5683440.688708549,2046779.31129145,565.5528844093695
PL,lignite,42418783.25999998,42418783.25999997,99.99999999999996,47685076.5498278,538519.4501722028,1124.150031780705
PT,coal,695907.9999999888,695907.9999999888,100.0,700910.0,0.0,1007.1877317116792
PT,coal+lignite,695907.9999999888,695907.9999999888,100.0,700910.0,0.0,1007.1877317116792
PT,gas,10976060.500000019,10976060.500000019,100.0,4036833.0,0.0,367.7852358776624
RO,coal,222608.52000000118,222608.52000000118,100.0,341549.08903779706,88046.91096220296,1534.303759073531
RO,coal+lignite,6974020.270000011,6974020.270000011,100.0,8236154.432559094,462168.5674409062,1180.9765549418287
RO,gas,6419436.555000021,6419436.55500002,99.99999999999999,2708856.8843959398,962848.1156040604,421.97735910109503
RO,lignite,6751411.750000009,6751411.750000009,100.0,7894605.343521297,374121.65647870325,1169.3265995102856
SE,gas,255406.6000000111,255406.6000000111,100.0,96001.82421257517,41707.17578742483,375.8784002158558
SE,oil,159463.29999999952,120003.09999999951,75.25436887359027,95787.0,0.0,798.2043797201939
SI,coal+lignite,3191715.342500015,3191715.342500015,99.99999999999999,3213545.345780981,161494.65421901923,1006.8395834021546
SI,gas,4420.825000000002,0.0,0.0,0.0,0.0,
SI,lignite,3191715.342500015,3191715.342500015,99.99999999999999,3213545.345780981,161494.65421901923,1006.8395834021546
SK,coal,255252.7499999998,255252.7499999998,100.0,239169.9247821618,7611.075217838183,936.992548688161
SK,coal+lignite,1103998.8200000012,1103998.8200000012,100.0,1263355.6545135686,149348.3454864314,1144.3451130804353
SK,gas,2439892.510000034,2439892.510000034,100.0,848439.5517671574,183481.4482328426,347.73644670401717
SK,lignite,848746.0700000015,848746.0700000015,100.0,1024185.7297314068,141737.27026859322,1206.704532642378
