country,name,generation,emission,fuel,sigma,generation_el,generation_heat,emissions_heat,emissions_el,emission_factor
DE,Manual Match,RDK 7|RDK 8,RDK Karlsruhe,coal,0.0,4938388.499999977,196238.1167287461,71032.57733501714,4085840.4226649827,827.3631008708614
DE,Manual Match,Schkopau A|Schkopau B,Kraftwerk Schkopau,lignite,0.8008940568696477,3294128.6800000165,1022831.3514157932,527315.5677302968,3881763.432269703,1178.388523750591
DE,Manual Match,Sued GuD1 GT2|Sued GuD1 GT3|Sued GuD2 DT60|Sued GuD2 GT61|Sued GuD2 GT62,Heizkraftwerk Süd GuD,gas,0.0,1130617.6599999948,2051001.6244619729,297221.2395964724,374499.7604035276,331.23466371782064
DE,Manual Match,VOELKLINGEN_HKV,Heizkraftwerk Völklingen,coal,0.0,331393.2499999991,129623.58115901588,48954.53742053997,286071.46257946,863.2386525056282
DE,Manual Match,VOELKLINGEN_MKV,Modellkraftwerk Völklingen,coal,0.0,305354.7599999995,138774.06607490266,51675.575613649016,259898.424386351,851.1359848667544
DE,Manual Match,Westfalen E,Kraftwerk Westfalen D&E,coal,0.0,119379.19999999997,0.0,0.0,117559.0,984.7527877553212
DE,Manual Match,Wilhelmshaven,Kraftwerk Wilhelmshaven,coal,0.0,592728.340000002,0.0,0.0,482960.0,814.8083487960073
DE,bergkamen,BERGKAMEN_A,Kraftwerk Bergkamen,coal,0.0,914717.8300000007,0.0,0.0,849908.0,929.1477350999044
DE,bexbach,BEXBACH_A_GESAMT,Kraftwerk Bexbach,coal,0.0,227442.27000000014,0.0,0.0,263604.0,1158.9930051260912
DE,boxberg,KW Boxberg Block N|KW Boxberg Block P,Kraftwerk Boxberg Werk III,lignite,0.0,5897334.5,139917.8766893885,71652.10671898785,6902929.893281012,1170.5169332485739
DE,emsland,Emsland B|Emsland C|Emsland D,Kraftwerk Emsland (Lingen),gas,1.0,3676594.6599999787,333375.09002381837,52999.68777725368,1336004.3122227462,363.38090972007063
DE,franken,Franken I Block 2 + GT|Franken I Block 1,Kraftwerk Franken I,gas,0.0,152483.51999999996,0.0,0.0,87777.0,575.6490930954376
DE,gersteinwerk,Gersteinwerk I|Gersteinwerk K1,Kraftwerk Gersteinwerk,gas,0.0,12177.169999999998,0.0,0.0,21329.0,1751.5563961084556
DE,heilbronn,HKW Heilbronn Block 7,Heizkraftwerk Heilbronn,coal,0.121199188003639,2174735.669999988,345440.65396443015,137141.74459212975,1973443.2554078703,907.4405145559052
DE,herdecke,HERDECKE_H6,Cuno-Heizkraftwerk Herdecke,gas,0.0,1110756.9600000018,33170.50782008962,5286.273152547562,404611.72684745246,364.26665906054893
DE,heyden,Heyden,Kraftwerk Heyden,coal,0.0,110021.43999999989,0.0,0.0,323231.0,2937.891014696775
DE,huntorf,Huntorf GT,Kraftwerk Huntorf,gas,0.0,1746.6500000000003,0.0,0.0,979.0,560.501531503163
DE,ibbenburen,Ibbenbüren B,Kraftwerk Ibbenbüren,coal,0.0,56397.08000000002,0.0,0.0,74780.0,1325.955173565723
DE,irsching,Irsching 3|Irsching 5,Kraftwerk Irsching,gas,0.0,2403816.53999998,0.0,0.0,854657.0,355.5416920461023
DE,janschwalde,KW Jänschwalde Block A|KW Jänschwalde Block B|KW Jänschwalde Block C|KW Jänschwalde Block D,Kraftwerk Jänschwalde,lignite,0.0,13030936.75,439198.41051442496,220637.0147548317,14962879.985245168,1148.2582006428024
DE,klingenberg,HKW Klingenberg 1-3,HKW Klingenberg,gas,0.0,451306.5,2299780.4331126455,327862.52073166764,147061.47926833236,325.8572151483135
DE,knapsack,Knapsack 1,Gas und Dampfturbinen Kraftanlage Knapsack,gas,0.0,1117044.5000000007,0.0,0.0,425742.0,381.1325332159997
DE,lippendorf,KW Lippendorf Block R|KW Lippendorf Block S,Kraftwerk Lippendorf,lignite,0.0,11356051.5,1204357.980709176,490025.7230542106,10561183.27694579,930.0048768663817
DE,marzahn,GuD Marzahn,HKW Marzahn,gas,0.0,1337089.5,820335.9996196228,140886.3926774489,524879.6073225511,392.55383227715953
DE,moorburg,HKW Moorburg Block A|HKW Moorburg Block B,Heizkraftwerk Moorburg,coal,0.0,72978.75,0.0,0.0,90511.0,1240.2377404381411
DE,neurath,Neurath B|Neurath D|Neurath E|Neurath F|Neurath G|Neurath A,Kraftwerk Neurath,lignite,0.0008135859024543523,20015758.499999933,136008.4193853563,65433.2105417991,22010323.7894582,1099.649747945264
DE,niederaussem,Niederaußem G|Niederaußem H|Niederaußem K (BoA 1)|Niederaußem C,Kraftwerk Niederaußem,lignite,0.0,14406891.700000018,721694.7668442887,345389.53185849625,15759696.468141504,1093.8998360167784
DE,rostock,Kraftwerk Rostock,Kraftwerk Rostock,coal,0.0,2497910.7099999674,224460.40036877737,78521.32003149188,1997315.6799685082,799.5945059095144
DE,scholven,Scholven B|Scholven C,Kraftwerk Scholven,coal,0.0,1918809.5700000166,1129164.865530802,632783.2575745148,2457827.742425485,1280.912801797973
DE,schwarze,KW Schwarze Pumpe Block A|KW Schwarze Pumpe Block B,Kraftwerk Schwarze Pumpe,lignite,0.7718848005482024,10435387.75,2537988.3293709704,1138101.1955114352,10696009.804488566,1024.974831863681
DE,staudinger,Staudinger 4|Staudinger 5,Kraftwerk Staudinger,coal,0.08694960836649773,1126550.2300000044,188705.03955515724,69119.04512599918,943162.9548740009,837.2134058096967
DE,walsum,WALSUM_10,Heizkraftwerk Walsum,coal,0.0,2399312.380000002,451730.5963774873,158713.6393323289,1926830.360667671,803.0760715983423
DE,weiher,WEIHER_C,Kraftwerk Weiher III,coal,0.0,74847.82,0.0,0.0,95403.0,1274.6263017413198
DE,weisweiler,Weisweiler F|Weisweiler G|Weisweiler H|Weisweiler E|Weisweiler VGT - BI. G|Weisweiler VGT - BI. H,Kraftwerk  Weisweiler,lignite,0.0,11517644.609999865,346077.3072263923,188018.39094540125,14302528.609054599,1241.7928398864503
DK,esbjergvaerket,Esbjergvaerket 3,"DONG Energy Generation, Esbjergværket",coal,0.0,1337097.7399999655,509018.70454883354,169217.73738195992,1016008.2626180401,759.860877947536
DK,fynsvaerket,Fynsvaerket 7,Fynsværket,coal,0.008214885224063311,493203.64999997756,1368757.4521845973,293864.88057559053,242030.11942440947,490.73059257452877
DK,kyndbyvaerket,Kyndbyvaerket 21|Kyndbyvaerket 22,Kyndbyværket,oil,0.0,12611.790000000372,3498.3262724315464,1662.5160484072312,13699.483951592769,1086.2442168472805
DK,nordjyllandsvaerket,Nordjyllandsvaerket 3,Vattenfall A/S Nordjyllandsværket,coal,0.0,1486975.4500000014,697952.7870802239,224016.44201414284,1090886.5579858571,733.6278201404442
ES,Manual Match,ACECA 3,Iberdrola Generación T. -C.C.Aceca grupo 3,gas,0.0,286848.29999999976,0.0,0.0,116615.0,406.53892667308855
ES,Manual Match,ALG3TG1|ALG3TG2|ALG3TV1,C.T. de Ciclo Combinado Bahía de Algeciras,gas,0.0,2224220.299999998,0.0,0.0,849362.0,381.86954772420734
ES,Manual Match,AMBITG1|AMBITG2|AMBITV,"Bizkaia Energía, S.L.U. - Amorebieta",gas,0.0,1929998.1999999974,0.0,0.0,729705.0,378.08584484690243
ES,Manual Match,ARCOS1|ARCOS2|ARC3TG1|ARC3TG2|ARC3TV,Iberdrola Generación Térmica-Central C.C.Arcos,gas,0.0,2121368.7000000025,0.0,0.0,841953.0,396.8914031775801
ES,Manual Match,BAHITG1|BAHITG2|BAHITV,Bahía de Bizkaia Electricidad - BBE,gas,0.0,491585.0999999994,0.0,0.0,201637.0,410.1772002446784
ES,Manual Match,BES5 TG1|BES5 TG2|BES5 TV,Central Térmica Ciclo Combinado Besós 5,gas,0.0,832984.1999999993,0.0,0.0,337382.0,405.02809056882506
ES,Manual Match,BESOS 3,"Endesa Generación, S.A. - Besos",gas,0.0,1109675.7000000007,0.0,0.0,446521.0,402.3887339337067
ES,Manual Match,CAMPGIB1,CCC Campo de Gibraltar Grupo 10,gas,0.0,19094.699999999993,0.0,0.0,7865.0,411.8944000167587
ES,Manual Match,CAMPGIB2,CCC Campo de Gibraltar Grupo 20,gas,0.0,724952.6000000002,0.0,0.0,277677.0,383.02780071414315
ES,Manual Match,CARTAGENA1|CARTAGENA2|CARTAGENA3,CCC - Cartagena,gas,0.0,3017023.6999999983,0.0,0.0,1126696.0,373.4461880428717
ES,Manual Match,CASTEJON 1|CASTEJON 2|CTJON3,"Totalenergies Clientes, S.A.U. - Castejón -1|Iberdrola Generación Térmica-C.C.Castejón grupo 2",gas,0.0,3529383.000000001,0.0,0.0,1292984.0,366.3484524065537
ES,Manual Match,COLON 4,"Endesa Generación, S.A. - Cristóbal Colón",gas,0.0,61011.79999999999,0.0,0.0,25813.0,423.0820923165684
ES,Manual Match,CTN3TG1|CTN3TG2|CTN3TV|CTN4TG1|CTN4TG2|CTN4TV,Iberdrola G. Térmica-C.C.Castellón grupos 3 y 4,gas,0.0,1593470.6000000003,0.0,0.0,657864.0,412.84978838015576
ES,Manual Match,CTNUTG1|CTNUTG2|CTNUTV,"ENGIE CASTELNOU, S.L.U.",gas,0.0,396133.09999999986,0.0,0.0,149069.0,376.3103865847112
ES,Manual Match,ECT3TG1|ECT3TG2|ECT3TV1,Repsol Generación Eléctrica(Escatrón-C.Combinado),gas,0.0,555510.700000001,0.0,0.0,209829.0,377.7226973305818
ES,Manual Match,ESC6TG1|ESC6TG2|ESC6TV,Iberdrola Generación T-C.C Escombreras grupo 6,gas,0.0,848786.9999999995,0.0,0.0,341559.0,402.4083780736512
ES,Manual Match,ESCCC1|ESCCC2|ESCCC3,"ENGIE CARTAGENA, S.L. - Escombreras",gas,0.0,1138117.7999999854,0.0,0.0,432048.0,379.61624007638363
ES,Manual Match,MALA1,CCC.. Málaga,gas,0.0,102963.89999999994,0.0,0.0,39895.0,387.46589824200544
ES,Manual Match,P.G.RODR 1|P.G.RODR 2|P.G.RODR 3|P.G.RODR 4,Central Térmica As Pontes,coal,0.0,505780.5,0.0,0.0,520748.0,1029.5928767518717
ES,Manual Match,PALOS1|PALOS 2|PALOS 3,CCC -Palos de la Frontera,gas,0.0,1784179.899999999,0.0,0.0,656974.0,368.22183682262107
ES,Manual Match,PBCN1|PBCN2,CCC- Central de Barcelona,gas,0.0,45316.49999999999,0.0,0.0,19499.0,430.2847748612537
ES,Manual Match,PGR5TG1|PGR5TG2|PGR5TV,"Endesa Generación, S.A. - As Pontes",gas,0.0,2041496.2000000014,0.0,0.0,802210.0,392.951992759036
ES,Manual Match,S.ROQUE 2,C. Térmica Ciclo Combinado de San Roque-(Grupo 2),gas,0.0,198314.89999999994,0.0,0.0,83123.0,419.1465189957992
ES,Manual Match,SAGU1|SAGU2|SAGU3,CCC. - Sagunto,gas,0.0,1928036.0000000007,0.0,0.0,728348.0,377.7668051841354
ES,Manual Match,SBO3,CCC Sabón,gas,0.0,1678069.700000004,0.0,0.0,641675.0,382.38876490052735
ES,Manual Match,SOTO 5,C.T. del Ciclo Combinado Soto de Ribera Grupo 5,gas,0.0,1095325.9000000001,0.0,0.0,408143.0,372.6224313695129
ES,Manual Match,SOTO RIB 3,Central Térmica Soto 3,coal,0.0,812217.8000000003,0.0,0.0,836299.0,1029.6486976769036
ES,Manual Match,SRI4,C.Térmica Ciclo Combinado Soto de Ribera Grupo4,gas,0.0,1505906.9999999967,0.0,0.0,557329.0,370.09523164445164
ES,Manual Match,UFARRU1|UFARRU2,"ContourGlobal La Rioja, S.L",gas,0.0,900434.1999999993,0.0,0.0,353360.0,392.43289515213917
ES,abono,ABOÑO 1|ABOÑO 2,"Aboño Generaciones Eléctricas, S.L.U.",coal,0.0,3534232.099999997,0.0,0.0,5175651.0,1464.4343816581838
ES,aceca,ACECA4,CCC-Aceca,gas,0.0,850853.5999999999,0.0,0.0,352523.0,414.3168695531171
ES,besos,BESOS 4,CCC - Besos,gas,0.0,1982460.7999999984,0.0,0.0,750578.0,378.60925169365294
ES,litoral,LITORAL 1|LITORAL 2,"Endesa Generación, S.A. - Litoral",coal,0.0,225255.79999999984,0.0,0.0,218131.0,968.3701818110794
ES,roque,S.ROQUE 1,CCC.- San Roque 1,gas,0.0,1252987.8,0.0,0.0,502304.0,400.8849886646941
ES,santurce,SANTURCE 4,Iberdrola Generación Térmica-C.C.Santurce grupo 4,gas,0.0,808695.4000000017,0.0,0.0,311696.0,385.4306578224624
FI,Manual Match,Forssa GT1|Forssa GT2,Forssan varavoimalaitos,oil,0.0,1670.2899999999668,0.0,0.0,1545.0,924.989073753678
FI,Manual Match,Meri-Pori B1,Meri-Porin voimalaitos,coal,0.0,4840.33,0.0,0.0,5551.0,1146.8226339939633
FI,Manual Match,Naantali B4|Naantali B1|Naantali B2|Naantali B3,Naantalin voimalaitos,coal,0.0,882540.1500000079,1846907.5189683833,184367.5479188574,201370.4520811426,228.17143455868924
FI,Manual Match,Salmisaari SaB,Salmisaaren voimalaitos,coal,0.0,832232.1699999867,1528884.3914757106,395020.13696063164,491485.86303936836,590.5634037667352
FI,Manual Match,Vaskiluoto B2,Vaskiluoto 2 -voimalaitos,coal,0.12075361223409856,534916.6800000005,375602.7889206632,88369.27561302613,287660.7243869739,537.7673479671145
FI,Manual Match,Vuosaari VuB4|Vuosaari VuB5|Vuosaari VuB6,Vuosaaren A-voimalaitos|Vuosaaren B-voimalaitos,gas,0.0,1413883.6400000332,2475804.454525465,334488.36090187804,436616.63909812196,308.80662789061745
FI,hanasaari,Hanasaari B3|Hanasaari B4,Hanasaari B,coal,0.0,685684.6699999997,2194184.494325691,476806.1660236436,340576.8339763564,496.69600164220765
FR,Manual Match,BLENOD 5,EDF Centrale de Blénod,gas,0.0,1754503.0,0.0,0.0,647558.0,369.0834384438214
FR,Manual Match,BOUCHAIN 7,EDF Cycle Combiné Gaz de Bouchain,gas,0.0,2987930.0,0.0,0.0,1046180.0,350.1353780041701
FR,Manual Match,Croix-de-Metz,TOTALENERGIES - Centrale Electrique Toul,gas,0.0,1544598.0,0.0,0.0,555754.0,359.80494601184256
FR,Manual Match,DK6-TG1|DK6-TV1|DK6-TG2|DK6-TV2,CENTRALE DK6,gas,0.0,3122245.0,0.0,0.0,4441661.0,1422.585671528019
FR,Manual Match,EMILE HUCHET 7|EMILE HUCHET 8,TE - Saint Avold Kernaman,gas,0.0,2348849.0,0.0,0.0,846875.0,360.54893269001116
FR,Manual Match,FR-GA-MORANT1,TOTALENERGIES CENTRALE ELECTRIQUE BAYET,gas,0.0,1179942.0,0.0,0.0,437891.0,371.112308910099
FR,Manual Match,GENNEVILLIERS 1,EDF TAC de Gennevilliers,gas,0.0,18356.0,0.0,0.0,11862.0,646.2192198736108
FR,Manual Match,SPEM CCG,Etablissement de Montoir-de-Bretagne,gas,0.0,1483348.0,0.0,0.0,527702.0,355.75063976895507
FR,arrighi,ARRIGHI 1|ARRIGHI 2,EDF TAC de Vitry-Arrighi,oil,0.0,65876.0,0.0,0.0,62736.0,952.3346894164795
FR,brennilis,BRENNILIS 3|BRENNILIS 1|BRENNILIS 2,EDF TAC DE BRENNILIS,oil,0.0,81757.0,0.0,0.0,74456.0,910.6987780862801
FR,combigolfe,COMBIGOLFE CCG,CENTRALE COMBIGOLFE,gas,0.0,1110307.0,0.0,0.0,393541.0,354.44341069632094
FR,cordemais,CORDEMAIS 4|CORDEMAIS 5,EDF Centrale de Cordemais,coal,0.0,2573308.0,0.0,0.0,2394059.0,930.34296710693
FR,cycofos,CYCOFOS PL1|CYCOFOS PL2,CENTRALE CYCOFOS,gas,0.0,1309823.0,0.0,0.0,468489.0,357.67351771956976
FR,dirinon,DIRINON 1|DIRINON 2,EDF TAC DE DIRINON,oil,0.0,33151.0,0.0,0.0,21105.0,636.6323791137522
FR,havre,HAVRE 4,EDF Centrale Le Havre,coal,0.0,492928.0,0.0,0.0,438640.0,889.8662685016878
FR,huchet,EMILE HUCHET 6,Gazel Energie Generation - Centrale Emile Huchet,coal,0.0,612804.0,0.0,0.0,515214.0,840.7484285350617
FR,martigues,MARTIGUES PONTEAU 5|MARTIGUES PONTEAU 6,EDF Centrale de Martigues,gas,0.0,2385479.0,0.0,0.0,894344.0,374.9117053639961
