country,name,generation,emission,fuel,sigma,generation_el,generation_heat,emissions_heat,emissions_el,emission_factor
DE,Manual Match,KW Boxberg Block Q|KW Boxberg Block R,Kraftwerk Boxberg Werk IV,lignite,0.0,6617679.0,12412.568586289524,5579.398800562247,6799130.601199438,1027.4192207266985
DE,Manual Match,KW Hamm-Uentrop Block 10|KW Hamm-Uentrop Block 20,GuD Hamm - TGH,gas,0.0,919886.7900000027,0.0,0.0,344036.0,373.9981960171414
DE,Manual Match,KW Hastedt BHKW,BHKW Hastedt,gas,0.0,78185.20000000001,60360.035688563126,11825.381925913798,35011.618074086204,447.8036517663982
DE,Manual Match,KW Hastedt Block 15,Kraftwerk Hastedt Block 15,coal,0.38714332948726576,525542.9000000003,355390.202582947,132568.4434900193,448089.5565099807,852.6222245795357
DE,Manual Match,KW Lünen Block 1,Kohlekraftwerk Lünen - TKL,coal,0.0,2585124.9699999765,55386.04611066372,19929.416086261866,2126168.583913738,822.4625921716107
DE,Manual Match,KW Mittelsbueren Block 4,Block 4 Bremen,gas,0.0,797207.0,0.0,0.0,2126641.0,2667.6145593302617
DE,Manual Match,Lichterfelde GUD,GuD-HKW Lichterfelde,gas,0.0,1424519.25,844816.4460552938,124385.89272284391,479401.1072771561,336.5353660732602
DE,Manual Match,NIEHL-II-DT|NIEHL-II-GT|NIEHL-3,Heizkraftwerk Niehl,gas,0.0,2501474.9999999707,800095.3505711171,125543.1402227728,897158.8597772272,358.6519392667277
DE,Manual Match,Nord 2 T20,Heizkraftwerk Nord 2,coal,0.0,1145560.2700000068,1420029.213773364,517775.0537512911,954736.9462487089,833.4235842944372
DE,Manual Match,RDK 7|RDK 8,RDK Karlsruhe,coal,0.0,3744644.17999998,244083.97505241528,88244.60983273436,3094435.3901672657,826.3629977701332
DE,Manual Match,Schkopau A|Schkopau B,Kraftwerk Schkopau,lignite,0.8008940568696477,3062706.75,1036617.8696273143,508500.0346691905,3433994.9653308094,1121.2287840913302
DE,Manual Match,VOELKLINGEN_HKV,Heizkraftwerk Völklingen,coal,0.0,81106.10999999999,78822.05105878437,26425.5263795855,62151.4736204145,766.2982926984726
DE,Manual Match,VOELKLINGEN_MKV,Modellkraftwerk Völklingen,coal,0.0,30614.859999999986,87380.89799012481,19919.757072130884,15952.242927869116,521.0620897129409
DE,bergkamen,BERGKAMEN_A,Kraftwerk Bergkamen,coal,0.0,834753.2800000004,0.0,0.0,807615.0,967.48945987969
DE,bexbach,BEXBACH_A_GESAMT,Kraftwerk Bexbach,coal,0.0,833282.9600000002,0.0,0.0,775165.0,930.2542320078162
DE,boxberg,KW Boxberg Block N|KW Boxberg Block P,Kraftwerk Boxberg Werk III,lignite,0.0,5225605.75,135126.71686626738,69604.39071139916,6152533.609288601,1177.3818966898912
DE,emsland,Emsland B|Emsland C|Emsland D,Kraftwerk Emsland (Lingen),gas,1.0,3821908.1099999826,105971.43820250692,17206.836520101046,1418451.163479899,371.1369092753791
DE,franken,Franken I Block 2 + GT|Franken I Block 1,Kraftwerk Franken I,gas,0.0,60044.01999999971,0.0,0.0,36864.0,613.9495656686573
DE,gersteinwerk,Gersteinwerk I|Gersteinwerk K1,Kraftwerk Gersteinwerk,gas,0.0,10692.30000000002,0.0,0.0,17373.0,1624.8141185713055
DE,heilbronn,HKW Heilbronn Block 7,Heizkraftwerk Heilbronn,coal,0.121199188003639,306866.64000000106,314683.24425552506,131711.414368122,293576.585631878,956.6911073548986
DE,herdecke,HERDECKE_H6,Cuno-Heizkraftwerk Herdecke,gas,0.0,624126.1800000013,28342.778450643047,4694.377637905227,236281.6223620948,378.57989287053186
DE,heyden,Heyden 4,Kraftwerk Heyden,coal,0.0,1117359.810000004,0.0,0.0,1049091.0,938.9016775178233
DE,huntorf,Huntorf GT,Kraftwerk Huntorf,gas,0.0,18947.640000000007,0.0,0.0,7528.0,397.3054164001426
DE,irsching,Irsching 3|Irsching 5,Kraftwerk Irsching,gas,0.0,1448557.009999998,0.0,0.0,617362.0,426.19102716571774
DE,janschwalde,KW Jänschwalde Block A|KW Jänschwalde Block B|KW Jänschwalde Block C|KW Jänschwalde Block D|KW Jänschwalde Block E|KW Jänschwalde Block F,Kraftwerk Jänschwalde,lignite,0.0,11626575.0,459601.11806959746,237901.6204753072,13755933.379524693,1183.1457999905124
DE,klingenberg,HKW Klingenberg 1-3,HKW Klingenberg,gas,0.0,347246.75,1374949.6325538433,257976.08258644625,148919.91741355375,428.8590675465033
DE,lippendorf,KW Lippendorf Block R|KW Lippendorf Block S,Kraftwerk Lippendorf,lignite,0.0,7735786.25,1029436.5997575062,408415.9326107053,7015029.0673892945,906.8281931121475
DE,marzahn,GuD Marzahn,HKW Marzahn,gas,0.0,1134683.5,1475504.881317864,211623.57744630147,371980.42255369853,327.827471320151
DE,neurath,Neurath C|Neurath D|Neurath E|Neurath F|Neurath G,Kraftwerk Neurath,lignite,0.0008135859024543522,15024191.450000014,116578.02295205274,55774.100851728064,16429673.899148272,1093.5479592246713
DE,niederaussem,Niederaußem G|Niederaußem H|Niederaußem K (BoA 1)|Niederaußem E|Niederaußem F,Kraftwerk Niederaußem,lignite,0.0,11727375.180000028,434529.5219539693,212335.64690073903,13098645.35309926,1116.9289932360832
DE,rostock,Kraftwerk Rostock,Kraftwerk Rostock,coal,0.0,1145712.6700000165,253830.30598208302,82452.19774752451,850660.8022524755,742.4730689697822
DE,schwarze,KW Schwarze Pumpe Block A|KW Schwarze Pumpe Block B,Kraftwerk Schwarze Pumpe,lignite,0.7718848005482024,8441919.75,2349446.316198631,1048544.2332803087,8611610.766719691,1020.1009985577856
DE,staudinger,Staudinger 5,Kraftwerk Staudinger,coal,0.08694960836649773,1018041.7800000057,198882.37628777357,76141.33540962134,890864.6645903786,875.0767228731748
DE,walsum,WALSUM_10,Heizkraftwerk Walsum,coal,0.0,1472416.3299999994,79987.1296986527,28889.34842234395,1215542.6515776562,825.5427672264792
DE,weiher,WEIHER_C,Kraftwerk Weiher III,coal,0.0,634545.3199999998,0.0,0.0,652592.0,1028.4403326778931
DE,weisweiler,Weisweiler F|Weisweiler G|Weisweiler H|Weisweiler VGT - BI. G|Weisweiler VGT - BI. H,Kraftwerk  Weisweiler,lignite,0.0,7313195.279999921,295817.947734261,160674.07503742515,9079258.924962575,1241.4900159705119
DK,esbjergvaerket,Esbjergvaerket 3,"DONG Energy Generation, Esbjergværket",coal,0.0,691043.5100000032,599561.8940681282,174307.9298812537,459209.0701187463,664.5154226522499
DK,fynsvaerket,Fynsvaerket 7,Fynsværket,coal,0.008214885224063311,217891.73999999385,1272796.2580169488,176134.51925162837,68920.48074837163,316.30607359587646
DK,kyndbyvaerket,Kyndbyvaerket 21|Kyndbyvaerket 22,Kyndbyværket,oil,0.0,8844.780000000403,3260.8341035457665,1602.2584905256585,9933.741509474341,1123.119117657408
DK,nordjyllandsvaerket,Nordjyllandsvaerket 3,Vattenfall A/S Nordjyllandsværket,coal,0.0,721526.630000001,856040.8823448125,253031.912231623,487478.08776837704,675.6203686735392
ES,Manual Match,ABO¿O 1|ABO¿O 2,"Aboño Generaciones Eléctricas, S.L.U.",coal,0.0,2884894.8999999976,0.0,0.0,4020087.0,1393.4951321796864
ES,Manual Match,ACECA 3,Iberdrola Generación T. -C.C.Aceca grupo 3,gas,0.0,885076.7999999976,0.0,0.0,357809.0,404.2688724865469
ES,Manual Match,ALG3TG1|ALG3TG2|ALG3TV1,C.T. de Ciclo Combinado Bahía de Algeciras,gas,0.0,2813005.799999997,0.0,0.0,1079633.0,383.800488431272
ES,Manual Match,AMBITG1|AMBITG2|AMBITV,"Bizkaia Energía, S.L.U. - Amorebieta",gas,0.0,1364576.4000000013,0.0,0.0,519539.0,380.732804700418
ES,Manual Match,ARCOS1|ARCOS2|ARC3TG1|ARC3TG2|ARC3TV,Iberdrola Generación Térmica-Central C.C.Arcos,gas,0.0,1620869.5999999985,0.0,0.0,645996.0,398.54902578221015
ES,Manual Match,BAHITG1|BAHITG2|BAHITV,Bahía de Bizkaia Electricidad - BBE,gas,0.0,1104685.2000000004,0.0,0.0,432611.0,391.61473331950117
ES,Manual Match,BES5 TG1|BES5 TG2|BES5 TV,Central Térmica Ciclo Combinado Besós 5,gas,0.0,2008500.8000000012,0.0,0.0,804593.0,400.5938160442851
ES,Manual Match,BESOS 3,"Endesa Generación, S.A. - Besos",gas,0.0,961371.9999999999,0.0,0.0,376225.0,391.3417490836014
ES,Manual Match,CAMPGIB1,CCC Campo de Gibraltar Grupo 10,gas,0.0,183172.2000000001,0.0,0.0,77959.0,425.6049771744837
ES,Manual Match,CAMPGIB2,CCC Campo de Gibraltar Grupo 20,gas,0.0,781569.1999999987,0.0,0.0,302034.0,386.44562759126194
ES,Manual Match,CARTAGENA1|CARTAGENA2|CARTAGENA3,CCC - Cartagena,gas,0.0,2707849.700000005,0.0,0.0,1055873.0,389.9304307768626
ES,Manual Match,CASTEJON 1|CASTEJON 2|CTJON3,"Totalenergies Clientes, S.A.U. - Castejón -1|Iberdrola Generación Térmica-C.C.Castejón grupo 2",gas,0.0,2567214.3000000007,0.0,0.0,966738.0,376.570822311172
ES,Manual Match,COLON 4,"Endesa Generación, S.A. - Cristóbal Colón",gas,0.0,403101.90000000136,0.0,0.0,170361.0,422.62514763636545
ES,Manual Match,CTN3TG1|CTN3TG2|CTN3TV|CTN4TG1|CTN4TG2|CTN4TV,Iberdrola G. Térmica-C.C.Castellón grupos 3 y 4,gas,0.0,1291808.5000000007,0.0,0.0,544253.0,421.31089863551733
ES,Manual Match,CTNUTG1|CTNUTG2|CTNUTV,"ENGIE CASTELNOU, S.L.U.",gas,0.0,27560.1,0.0,0.0,13600.0,493.46700483670236
ES,Manual Match,ECT3TG1|ECT3TG2|ECT3TV1,Repsol Generación Eléctrica(Escatrón-C.Combinado),gas,0.0,2038113.0000000005,0.0,0.0,754193.0,370.0447423670816
ES,Manual Match,ESC6TG1|ESC6TG2|ESC6TV,Iberdrola Generación T-C.C Escombreras grupo 6,gas,0.0,1820547.9999999981,0.0,0.0,701600.0,385.3784684611451
ES,Manual Match,ESCCC1|ESCCC2|ESCCC3,"ENGIE CARTAGENA, S.L. - Escombreras",gas,0.0,338097.3999999997,0.0,0.0,153020.0,452.5914721615728
ES,Manual Match,MALA1,CCC.. Málaga,gas,0.0,520731.29999999993,0.0,0.0,214403.0,411.734420419898
ES,Manual Match,P.G.RODR 1|P.G.RODR 2|P.G.RODR 3|P.G.RODR 4,Central Térmica As Pontes,coal,0.0,672304.5999999996,0.0,0.0,731376.0,1087.86404257832
ES,Manual Match,PALOS1|PALOS 2|PALOS 3,CCC -Palos de la Frontera,gas,0.0,2409174.600000001,0.0,0.0,925589.0,384.1934079829663
ES,Manual Match,PBCN1|PBCN2,CCC- Central de Barcelona,gas,0.0,1143918.5000000014,0.0,0.0,484121.0,423.2128425233086
ES,Manual Match,PGR5TG1|PGR5TG2|PGR5TV,"Endesa Generación, S.A. - As Pontes",gas,0.0,2277066.799999994,0.0,0.0,893676.0,392.4680646171655
ES,Manual Match,PVENT1|PdV2,"Naturgy Ciclos Combinados Plana del VENT|Alpig Energia España, S.A.U.",gas,0.0,697537.9,0.0,0.0,217731.0,312.14217894110124
ES,Manual Match,S.ROQUE 2,C. Térmica Ciclo Combinado de San Roque-(Grupo 2),gas,0.0,689779.0999999988,0.0,0.0,285568.0,413.9992064126044
ES,Manual Match,SAGU1|SAGU2|SAGU3,CCC. - Sagunto,gas,0.0,1947491.100000001,0.0,0.0,773167.0,397.00669235407526
ES,Manual Match,SBO3,CCC Sabón,gas,0.0,1511062.000000001,0.0,0.0,598947.0,396.37486747731043
ES,Manual Match,SOTO 5,C.T. del Ciclo Combinado Soto de Ribera Grupo 5,gas,0.0,841712.0999999996,0.0,0.0,328117.0,389.82093758661676
ES,Manual Match,SOTO RIB 3,Central Térmica Soto 3,coal,0.0,94095.10000000008,0.0,0.0,112765.0,1198.4152203462231
ES,Manual Match,SRI4,C.Térmica Ciclo Combinado Soto de Ribera Grupo4,gas,0.0,1705553.0999999978,0.0,0.0,627664.0,368.0119956394209
ES,Manual Match,UFARRU1|UFARRU2,"ContourGlobal La Rioja, S.L",gas,0.0,1139520.4999999988,0.0,0.0,463475.0,406.72809308827743
ES,aceca,ACECA4,CCC-Aceca,gas,0.0,307691.69999999955,0.0,0.0,130390.0,423.7683369424661
ES,barrios,BARRIOS,Central Térmica Los Barrios,coal,0.0,262969.2999999999,0.0,0.0,317054.0,1205.6692549282375
ES,besos,BESOS 4,CCC - Besos,gas,0.0,1140945.6000000015,0.0,0.0,443796.0,388.9720947256376
ES,roque,S.ROQUE 1,CCC.- San Roque 1,gas,0.0,362578.10000000085,0.0,0.0,169297.0,466.9256085792264
ES,santurce,SANTURCE 4,Iberdrola Generación Térmica-C.C.Santurce grupo 4,gas,0.0,193356.90000000005,0.0,0.0,79323.0,410.24137230168657
FI,Manual Match,Forssa GT1|Forssa GT2,Forssan varavoimalaitos,oil,0.0,1578.3099999999745,0.0,0.0,1339.0,848.375794362338
FI,Manual Match,Meri-Pori B1,Meri-Porin voimalaitos,coal,0.0,208674.34999995175,0.0,0.0,157745.0,755.9386191931901
FI,Manual Match,Naantali B4|Naantali B1|Naantali B2|Naantali B3,Naantalin voimalaitos,coal,0.0,557232.8200000004,1771747.9044753052,90012.07478755199,64707.92521244801,116.12367916959371
FI,Manual Match,Salmisaari SaB,Salmisaaren voimalaitos,coal,0.0,600471.9600000001,1478216.3389123676,378597.4770716882,351523.5229283118,585.41205309289
FI,Manual Match,Vaskiluoto B2,Vaskiluoto 2 -voimalaitos,coal,0.12075361223409856,225893.28000000044,326926.4437515964,46339.40180340109,73185.5981965989,323.9830693352133
FI,hanasaari,Hanasaari B3|Hanasaari B4,Hanasaari B,coal,0.0,369279.58999999985,2121467.603039271,284579.461139127,113225.53886087303,306.61195995390125
FR,Manual Match,BLENOD 5,EDF Centrale de Blénod,gas,0.0,1905438.0,0.0,0.0,714676.0,375.0717682758505
FR,Manual Match,BOUCHAIN 7,EDF Cycle Combiné Gaz de Bouchain,gas,0.0,1831366.0,0.0,0.0,646933.0,353.25161655289
FR,Manual Match,CPCU-CogeVitry–GP,CPCU VITRY,gas,0.0,183538.0,825968.3737462847,172480.0901606824,87603.90983931761,477.3066604153778
FR,Manual Match,Croix-de-Metz,TOTALENERGIES - Centrale Electrique Toul,gas,0.0,1415556.0,0.0,0.0,529821.0,374.28473334859234
FR,Manual Match,DK6-TG1|DK6-TV1|DK6-TG2|DK6-TV2,CENTRALE DK6,gas,0.0,1572082.0,0.0,0.0,2489403.0,1583.50709441365
FR,Manual Match,FR-GA-MORANT1,TOTALENERGIES CENTRALE ELECTRIQUE BAYET,gas,0.0,794841.0,0.0,0.0,297578.0,374.38682705094476
FR,Manual Match,FR_LANDIVISIAUGU,CEB - CENTRALE ELECTRIQUE DE LANDIVISIAU,gas,0.0,1395227.0,0.0,0.0,551650.0,395.3836902525539
FR,Manual Match,GENNEVILLIERS 1,EDF TAC de Gennevilliers,gas,0.0,24228.0,0.0,0.0,15230.0,628.6115238566947
FR,Manual Match,SPEM CCG,Etablissement de Montoir-de-Bretagne,gas,0.0,560958.0,0.0,0.0,237968.0,424.21714281639623
FR,Manual Match,Saint_Avold_7|Saint_Avold_8,TE - Saint Avold Kernaman,gas,0.0,3178770.0,0.0,0.0,1153464.0,362.8648816995253
FR,arrighi,ARRIGHI 1|ARRIGHI 2,EDF TAC de Vitry-Arrighi,oil,0.0,72761.0,0.0,0.0,71436.0,981.7896950289303
FR,brennilis,BRENNILIS 3|BRENNILIS 1|BRENNILIS 2,EDF TAC DE BRENNILIS,oil,0.0,50895.0,0.0,0.0,54433.0,1069.5156695156695
FR,combigolfe,COMBIGOLFE CCG,CENTRALE COMBIGOLFE,gas,0.0,783533.0,0.0,0.0,282579.0,360.6472222612194
FR,cordemais,CORDEMAIS 4|CORDEMAIS 5,EDF Centrale de Cordemais,coal,0.0,270767.0,0.0,0.0,299672.0,1106.7522999479256
FR,cycofos,CYCOFOS PL1|CYCOFOS PL2,CENTRALE CYCOFOS,gas,0.0,657678.0,0.0,0.0,247801.0,376.7816469457698
FR,dirinon,DIRINON 1|DIRINON 2,EDF TAC DE DIRINON,oil,0.0,46056.0,0.0,0.0,35850.0,778.4002084418968
FR,huchet,EMILE HUCHET 6,Gazel Energie Generation - Centrale Emile Huchet,coal,0.0,374203.0,0.0,0.0,409987.0,1095.627239760237
FR,martigues,MARTIGUES PONTEAU 5|MARTIGUES PONTEAU 6,EDF Centrale de Martigues,gas,0.0,2201506.0,0.0,0.0,849867.0,386.03892062978707
FR,montereau,MONTEREAU 5|MONTEREAU 6,EDF TAC Montereau,oil,0.0,145299.0,0.0,0.0,110928.0,763.446410505234
FR,sambre,Pont-sur-Sambre,TOTALENERGIES -Centrale Electrique Pont sur Sambre,gas,0.0,1692763.0,0.0,0.0,628976.0,371.5676677715664
FR,vaires,VAIRES 1|VAIRES 2|VAIRES 3,EDF - TAC DE VAIRES,oil,0.0,116412.0,0.0,0.0,99955.0,858.6314125691509
GR,Manual Match,AG_DIMITRIOS1|AGIOS DIMITRIOS II|AGIOS DIMITRIOS III|AGIOS DIMITRIOS IV|AGIOS DIMITRIOS V,ΑΤΜΟΗΛΕΚΤΡΙΚΟΣ ΣΤΑΘΜΟΣ ΑΗΣ ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ,lignite,0.0,2074466.0,298775.7679022292,198572.4190919341,3151387.5809080657,1519.1319505395923
GR,Manual Match,ALIVERI5,ΑΤΜΟΗΛΕΚΤΡΙΚΟΣ ΣΤΑΘΜΟΣ ΑΛΙΒΕΡΙΟΥ,gas,0.0,1256337.0,0.0,0.0,492926.0,392.3517336510825
GR,Manual Match,ALOUMINIO,ALUMINIUM OF GREECE,gas,0.9847541262087711,1056195.0,4492127.452749511,757074.744916183,406867.25508381706,385.2198269105772
