country,fuel,total_generation,matched_generation,coverage_percentage,emissions_el,emissions_heat,emission_factor
HU,lignite,2353423.765000005,2353423.765000005,100.0,2860027.6251722192,19626.374827780688,1215.2624902095408
HU,oil,23432.697499999256,14475.404999999148,61.774385983515586,13570.0,0.0,937.4521818215655
IE,coal,966785.2799999993,966785.2799999993,100.00000000000001,1051353.0,0.0,1087.4731150230182
IE,coal+lignite,966785.2799999993,966785.2799999993,100.00000000000001,1051353.0,0.0,1087.4731150230182
IE,gas,14353896.079999987,12628257.369999982,87.97790718016675,5583011.773047437,714442.2269525632,442.10468708933547
IE,oil,25278.49999999998,20777.05499999999,82.19259449730009,21682.0,0.0,1043.5550177828384
IT,coal,3507312.0,3507326.0,100.00039916608502,3561632.0,0.0,1015.4835906328639
IT,coal+lignite,3507312.0,3507326.0,100.00039916608502,3561632.0,0.0,1015.4835906328639
IT,gas,90898924.75,87840863.25,96.63575613417804,34643830.12639551,410552.87360449345,394.39309729683816
IT,oil,472260.0,472260.0,100.0,427593.0,0.0,905.4186253335027
LT,gas,535797.75,535792.75,99.99906681205735,197459.5508807845,9954.449119215502,368.5371832313604
LV,gas,1350872.0,1350872.0,100.0,463042.57639965386,119902.42360034616,342.7730950080051
NL,coal,10351825.16999996,10351825.16999996,100.0,6016812.654093757,95778.34590624316,581.2320586258298
NL,coal+lignite,10351825.16999996,10351825.16999996,100.0,6016812.654093757,95778.34590624316,581.2320586258298
NL,gas,29610515.6425,26612089.852499995,89.87378056430614,13037978.150527628,297269.8494723717,489.9268799553829
NO,gas,0.0,0.0,100.0,0.0,0.0,
PL,coal,45679818.67999992,35172042.29999992,76.9968956015129,27985900.446191613,3670752.55380839,795.6859657874253
PL,coal+lignite,78895680.5549998,35172042.29999992,44.5804409729133,27985900.446191613,3670752.55380839,795.6859657874253
PL,gas,13963016.347499963,2408215.479999995,17.247100626872637,1158288.2557848715,812413.7442151284,480.9736775651297
PL,lignite,33215861.87499988,0.0,0.0,0.0,0.0,
PT,gas,3324597.699999953,3324597.6999999527,99.99999999999999,1293412.0,0.0,389.0431615229772
RO,coal,110467.23250000097,110467.23250000097,100.0,163854.0,0.0,1483.2814789670642
RO,coal+lignite,5628271.332500007,5628271.332500008,100.00000000000003,5402998.621981347,219902.37801865334,959.974795597035
RO,gas,6967861.6499999855,6967861.6499999855,100.0,2847392.8259197236,644866.1740802764,408.64657895722274
RO,lignite,5517804.100000006,5517804.100000007,100.00000000000001,5239144.621981347,219902.37801865334,949.4981204536313
SE,gas,197744.61000002464,0.0,0.0,0.0,0.0,
SE,oil,93130.28999999902,93130.289999999,100.0,56484.0,0.0,606.5051445668279
SI,coal+lignite,3069937.8124999935,3069937.8124999935,100.0,2962250.093365235,127079.90663476514,964.9218564961537
SI,gas,15588.537500000002,0.0,0.0,0.0,0.0,
SI,lignite,3069937.8124999935,3069937.8124999935,100.0,2962250.093365235,127079.90663476514,964.9218564961537
SK,coal,192959.3699999997,192959.3699999997,100.0,146190.88562237308,4856.114377626903,757.6252224619789
SK,coal+lignite,192959.3699999997,192959.3699999997,100.0,146190.88562237308,4856.114377626903,757.6252224619789
SK,gas,1181322.0400000918,1181322.0400000918,100.0,428125.9683263005,129493.03167369949,362.4125799991569
SK,lignite,0.0,0.0,100.0,0.0,0.0,
