country,name,generation,emission,fuel,sigma,generation_el,generation_heat,emissions_heat,emissions_el,emission_factor
DE,Manual Match,HKW Nord GuD Nord,GuD und Heizkraftwerk Nord,gas,0.0,351223.8399999967,443913.1500460032,69041.85358391194,124859.14641608806,355.4973558061697
DE,Manual Match,HKW Reuter West Block D|HKW Reuter West Block E,HKW Reuter West,coal,0.0,1183456.0,1163930.2788740613,435049.4778882558,1011080.5221117442,854.3456808801883
DE,Manual Match,HKW Wedel Block 1|HKW Wedel Block 2,Heizkraftwerk Wedel,coal,0.0,782791.5,1081903.5736515431,396347.2308112367,655473.7691887633,837.3542241947739
DE,Manual Match,HKW West Block 1|HKW West Block 2,Heizkraftwerk West,coal,0.5262841273228558,471454.3099999984,367758.29984703846,158968.00746512396,465809.99253487604,988.0278590196314
DE,Manual Match,Irsching 4,Kraftwerk Irsching Block 4,gas,0.0,1537442.8799999785,0.0,0.0,558112.0,363.0131611783898
DE,Manual Match,KMW_KW2GT|KMW_KW2DT|KMW_KW3,Kraftwerk Mainz,gas,0.0,1043458.1300000041,115295.19010957018,20186.760882612085,417592.2391173879,400.2002831847084
DE,Manual Match,KW Boxberg Block Q|KW Boxberg Block R,Kraftwerk Boxberg Werk IV,lignite,0.0,7844049.5,11978.43243428264,5330.955698321255,7979347.044301678,1017.2484307119274
DE,Manual Match,KW Hamm-Uentrop Block 10|KW Hamm-Uentrop Block 20,GuD Hamm - TGH,gas,0.0,1297709.9700000002,0.0,0.0,472558.0,364.1476222919054
DE,Manual Match,KW Hastedt BHKW,BHKW Hastedt,gas,0.0,282247.80000000005,58492.085653120426,10136.506854096599,111800.4931459034,396.1075804520119
DE,Manual Match,KW Hastedt Block 15,Kraftwerk Hastedt Block 15,coal,0.38714332948726576,169353.7,267927.59043858387,77541.80415295,112030.19584705,661.5160805287985
DE,Manual Match,KW Lünen Block 1,Kohlekraftwerk Lünen - TKL,coal,0.0,2564096.059999989,47535.931311559485,17343.41954033769,2138301.5804596622,833.9397317507954
DE,Manual Match,Knapsack 1,Gas und Dampfturbinen Kraftanlage Knapsack,gas,0.0,1162592.8099999977,0.0,0.0,480217.0,413.0569154302622
DE,Manual Match,Knapsack 2,Knapsack II,gas,0.0,845489.9000000033,0.0,0.0,309657.0,366.24565237266444
DE,Manual Match,Küstenkraftwerk,Gasmotorenheizkraftwerk,gas,0.0,649095.6700000085,531051.2457321298,78655.05605453838,219745.94394546162,338.5416882313492
DE,Manual Match,Lichterfelde GUD,GuD-HKW Lichterfelde,gas,0.0,990690.5,731462.1987791815,116785.73925934194,361541.26074065804,364.9386571695782
DE,Manual Match,Nord 2 T20,Heizkraftwerk Nord 2,coal,0.0,765115.6300000094,1480569.8063762116,379055.7549242767,447737.2450757233,585.1889930358864
DE,Manual Match,RDK 7|RDK 8,RDK Karlsruhe,coal,0.0,2335212.369999991,235546.20662516085,83110.04392628674,1883326.9560737133,806.4906559542252
DE,Manual Match,Schkopau A|Schkopau B,Kraftwerk Schkopau,lignite,0.8008940568696477,3338792.5,1020834.982840432,507816.5061157578,3796318.493884242,1137.0333717606716
DE,Manual Match,Sued GuD1 GT2|Sued GuD1 GT3|Sued GuD2 DT60|Sued GuD2 GT61|Sued GuD2 GT62,Heizkraftwerk Süd GuD,gas,0.0,1097810.2200000014,852979.9511922752,129096.96308635085,379775.0369136492,345.9386968666121
DE,Manual Match,VOELKLINGEN_HKV,Heizkraftwerk Völklingen,coal,0.0,10432.89,35535.27544047856,6385.136031001027,4284.863968998973,410.7072890636222
DE,Manual Match,VOELKLINGEN_MKV,Modellkraftwerk Völklingen,coal,0.0,6766.169999999998,16378.672920345649,3748.492722115647,3539.507277884353,523.1182896504749
DE,bergkamen,BERGKAMEN_A,Kraftwerk Bergkamen,coal,0.0,232323.24000000005,0.0,0.0,240298.0,1034.3261397353099
DE,bexbach,BEXBACH_A_GESAMT,Kraftwerk Bexbach,coal,0.0,262694.62999999995,0.0,0.0,296465.0,1128.5537127272075
DE,boxberg,KW Boxberg Block N|KW Boxberg Block P,Kraftwerk Boxberg Werk III,lignite,0.0,4909123.5,120428.80400997704,61621.64289204116,5741545.357107959,1169.5662896050505
DE,emsland,Emsland B|Emsland C|Emsland D,Kraftwerk Emsland (Lingen),gas,1.0,3043046.829999985,7818.349340841803,1324.492196366197,1178324.5078036338,387.21865736244337
DE,franken,Franken I Block 2 + GT|Franken I Block 1,Kraftwerk Franken I,gas,0.0,155495.5399999957,0.0,0.0,89009.0,572.4215627020715
DE,heilbronn,HKW Heilbronn Block 7,Heizkraftwerk Heilbronn,coal,0.121199188003639,596244.7600000014,197054.2313144115,96585.79173363403,667996.2082663659,1120.3389162973344
DE,herdecke,HERDECKE_H6,Cuno-Heizkraftwerk Herdecke,gas,0.0,785278.6400000014,27357.05069870488,4857.157984456475,318682.84201554355,405.821355354251
DE,heyden,Heyden 4,Kraftwerk Heyden,coal,0.0,212491.30000000008,0.0,0.0,356695.0,1678.633431109885
DE,huntorf,Huntorf GT,Kraftwerk Huntorf,gas,0.0,16162.200000000003,0.0,0.0,10455.0,646.8797564687975
DE,irsching,Irsching 5,Kraftwerk Irsching,gas,0.0,1949406.089999992,0.0,0.0,732357.0,375.6821135200224
DE,janschwalde,KW Jänschwalde Block A|KW Jänschwalde Block B|KW Jänschwalde Block C|KW Jänschwalde Block D|KW Jänschwalde Block E|KW Jänschwalde Block F,Kraftwerk Jänschwalde,lignite,0.0,9625372.25,336751.73780461005,182800.80289026405,11942843.197109737,1240.7668905594521
DE,klingenberg,HKW Klingenberg 1-3,HKW Klingenberg,gas,0.0,367573.5,1219844.445858579,252325.66778517052,173789.33221482948,472.8015817648157
DE,lippendorf,KW Lippendorf Block R|KW Lippendorf Block S,Kraftwerk Lippendorf,lignite,0.0,5921244.5,739818.2110153415,296149.81196824514,5417780.188031754,914.973227001816
DE,marzahn,GuD Marzahn,HKW Marzahn,gas,0.0,971832.0,1338628.715545482,196317.80231825993,325771.19768174004,335.21349130481406
DE,neurath,Neurath C|Neurath D|Neurath E|Neurath F|Neurath G,Kraftwerk Neurath,lignite,0.0008135859024543522,12786376.040000066,93465.5821625464,42649.45696199806,13336172.543038001,1042.998618319842
DE,niederaussem,Niederaußem G|Niederaußem H|Niederaußem K (BoA 1)|Niederaußem E|Niederaußem F,Kraftwerk Niederaußem,lignite,0.0,10466562.02999998,417467.2602560286,202737.88258293568,11618190.117417064,1110.0292611954342
DE,rostock,Kraftwerk Rostock,Kraftwerk Rostock,coal,0.0,644678.0399999946,146674.68286876703,49138.98772648329,493669.01227351674,765.7605527768883
DE,schwarze,KW Schwarze Pumpe Block A|KW Schwarze Pumpe Block B,Kraftwerk Schwarze Pumpe,lignite,0.7718848005482024,7073114.0,2310153.5126323216,1010374.948638486,7070894.051361514,999.6861426751377
DE,staudinger,Staudinger 5,Kraftwerk Staudinger,coal,0.08694960836649773,291856.71,192141.76439278276,123670.78580551574,429375.2141944843,1471.1850010043772
DE,walsum,WALSUM_10,Heizkraftwerk Walsum,coal,0.0,1491522.2750000064,13222.944894987328,5133.6024623100175,1323566.39753769,887.3929807972088
DE,weiher,WEIHER_C,Kraftwerk Weiher III,coal,0.0,160297.11999999994,0.0,0.0,194534.0,1213.5838747445998
DE,weisweiler,Weisweiler F|Weisweiler G|Weisweiler H|Weisweiler VGT - BI. G|Weisweiler VGT - BI. H,Kraftwerk  Weisweiler,lignite,0.0,8244793.289999929,222056.58048859396,120390.3413327049,10217148.658667294,1239.2243564262096
DK,esbjergvaerket,Esbjergvaerket 3,"DONG Energy Generation, Esbjergværket",coal,0.0,503631.07000000146,377554.4407770431,108014.80206074534,329335.1979392547,653.9215262061845
DK,kyndbyvaerket,Kyndbyvaerket 21|Kyndbyvaerket 22,Kyndbyværket,oil,0.0,10261.010000000733,3097.4012543548592,1501.9710474637798,11373.02895253622,1108.3732451810697
DK,nordjyllandsvaerket,Nordjyllandsvaerket 3,Vattenfall A/S Nordjyllandsværket,coal,0.0,837189.1100000002,815085.8331156849,236215.47664365827,554562.5233563418,662.4101015317095
ES,Manual Match,ABO¿O 1|ABO¿O 2,"Aboño Generaciones Eléctricas, S.L.U.",coal,0.0,2667975.5999999917,0.0,0.0,3994223.0,1497.098774066754
ES,Manual Match,ACECA 3,Iberdrola Generación T. -C.C.Aceca grupo 3,gas,0.0,659500.399999998,0.0,0.0,279100.0,423.1991368011313
ES,Manual Match,ALG3TG1|ALG3TG2|ALG3TV1,C.T. de Ciclo Combinado Bahía de Algeciras,gas,0.0,1173967.9999999977,0.0,0.0,474865.0,404.4956932386581
ES,Manual Match,AMBITG1|AMBITG2|AMBITV,"Bizkaia Energía, S.L.U. - Amorebieta",gas,0.0,1106028.0000000007,0.0,0.0,424523.0,383.82663006723135
ES,Manual Match,ARCOS1|ARCOS2|ARC3TG1|ARC3TG2|ARC3TV,Iberdrola Generación Térmica-Central C.C.Arcos,gas,0.0,1241267.3000000014,0.0,0.0,521708.0,420.3027019240734
ES,Manual Match,BAHITG1|BAHITG2|BAHITV,Bahía de Bizkaia Electricidad - BBE,gas,0.0,1372357.299999999,0.0,0.0,542953.0,395.63530576184525
ES,Manual Match,BES5 TG1|BES5 TG2|BES5 TV,Central Térmica Ciclo Combinado Besós 5,gas,0.0,1663906.7999999993,0.0,0.0,695430.0,417.950091916206
ES,Manual Match,BESOS 3,"Endesa Generación, S.A. - Besos",gas,0.0,968217.5000000017,0.0,0.0,392937.0,405.8354656882356
ES,Manual Match,CAMPGIB1,CCC Campo de Gibraltar Grupo 10,gas,0.0,394657.2999999997,0.0,0.0,159380.0,403.8440439338133
ES,Manual Match,CAMPGIB2,CCC Campo de Gibraltar Grupo 20,gas,0.0,407707.60000000044,0.0,0.0,169188.0,414.9738685273461
ES,Manual Match,CARTAGENA1|CARTAGENA2|CARTAGENA3,CCC - Cartagena,gas,0.0,2354182.099999999,0.0,0.0,928044.0,394.21079618267436
ES,Manual Match,CASTEJON 1|CASTEJON 2|CTJON3,"Totalenergies Clientes, S.A.U. - Castejón -1|Iberdrola Generación Térmica-C.C.Castejón grupo 2",gas,0.0,1472638.5000000002,0.0,0.0,569491.0,386.7147300576482
ES,Manual Match,COLON 4,"Endesa Generación, S.A. - Cristóbal Colón",gas,0.0,170852.2000000001,0.0,0.0,75639.0,442.7159849273229
ES,Manual Match,CTN3TG1|CTN3TG2|CTN3TV|CTN4TG1|CTN4TG2|CTN4TV,Iberdrola G. Térmica-C.C.Castellón grupos 3 y 4,gas,0.0,979498.7000000004,0.0,0.0,428061.0,437.0204881333684
ES,Manual Match,CTNUTG1|CTNUTG2|CTNUTV,"ENGIE CASTELNOU, S.L.U.",gas,0.0,119899.60000000014,0.0,0.0,57990.0,483.65465773030047
ES,Manual Match,ECT3TG1|ECT3TG2|ECT3TV1,Repsol Generación Eléctrica(Escatrón-C.Combinado),gas,0.0,897983.9000000001,0.0,0.0,349542.0,389.25196765777196
ES,Manual Match,ESC6TG1|ESC6TG2|ESC6TV,Iberdrola Generación T-C.C Escombreras grupo 6,gas,0.0,716005.8000000003,0.0,0.0,298292.0,416.6055638096785
ES,Manual Match,ESCCC1|ESCCC2|ESCCC3,"ENGIE CARTAGENA, S.L. - Escombreras",gas,0.0,629218.0000000022,0.0,0.0,282218.0,448.5218159683909
ES,Manual Match,MALA1,CCC.. Málaga,gas,0.0,489217.9999999992,0.0,0.0,208576.0,426.3457190863794
ES,Manual Match,PALOS1|PALOS 2|PALOS 3,CCC -Palos de la Frontera,gas,0.0,1074411.9,0.0,0.0,440207.0,409.719028614631
ES,Manual Match,PBCN1|PBCN2,CCC- Central de Barcelona,gas,0.0,947508.3999999998,0.0,0.0,419533.0,442.7749664277384
ES,Manual Match,PGR5TG1|PGR5TG2|PGR5TV,"Endesa Generación, S.A. - As Pontes",gas,0.0,1376228.9999999981,0.0,0.0,578671.0,420.47580744193067
ES,Manual Match,PVENT1|PdV2,"Naturgy Ciclos Combinados Plana del VENT|Alpig Energia España, S.A.U.",gas,0.0,221708.0,0.0,0.0,221132.0,997.4019882006965
ES,Manual Match,S.ROQUE 2,C. Térmica Ciclo Combinado de San Roque-(Grupo 2),gas,0.0,1275125.2000000007,0.0,0.0,526112.0,412.59634740180786
ES,Manual Match,SAGU1|SAGU2|SAGU3,CCC. - Sagunto,gas,0.0,1871702.2999999993,0.0,0.0,760669.0,406.4049074470872
ES,Manual Match,SBO3,CCC Sabón,gas,0.0,758067.6999999989,0.0,0.0,319548.0,421.5296338308577
ES,Manual Match,SOTO 5,C.T. del Ciclo Combinado Soto de Ribera Grupo 5,gas,0.0,488838.09999999974,0.0,0.0,203973.0,417.2608477121569
ES,Manual Match,SOTO RIB 3,Central Térmica Soto 3,coal,0.0,92666.70000000001,0.0,0.0,129723.0,1399.8879856518035
ES,Manual Match,SRI4,C.Térmica Ciclo Combinado Soto de Ribera Grupo4,gas,0.0,887557.5000000028,0.0,0.0,331600.0,373.60959712469213
ES,Manual Match,UFARRU1|UFARRU2,"ContourGlobal La Rioja, S.L",gas,0.0,997316.399999996,0.0,0.0,410861.0,411.96655344282084
ES,aceca,ACECA4,CCC-Aceca,gas,0.0,839195.5999999997,0.0,0.0,367287.0,437.6655454342231
ES,barrios,BARRIOS,Central Térmica Los Barrios,coal,0.0,199281.89999999927,0.0,0.0,232994.0,1169.167897335387
ES,besos,BESOS 4,CCC - Besos,gas,0.0,662881.0999999981,0.0,0.0,276708.0,417.432326853188
ES,roque,S.ROQUE 1,CCC.- San Roque 1,gas,0.0,58840.40000000001,0.0,0.0,30053.0,510.75451560492445
ES,santurce,SANTURCE 4,Iberdrola Generación Térmica-C.C.Santurce grupo 4,gas,0.0,359510.89999999985,0.0,0.0,148686.0,413.5785590923671
FI,Manual Match,Forssa GT1|Forssa GT2,Forssan varavoimalaitos,oil,0.0,1788.4900000000011,0.0,0.0,1497.0,837.0189377631405
FI,Manual Match,Meri-Pori B1,Meri-Porin voimalaitos,coal,0.0,49842.22999999893,0.0,0.0,25523.0,512.075803991927
FI,Manual Match,Salmisaari SaB,Salmisaaren voimalaitos,coal,0.0,592189.5399999969,1397232.2844466683,367629.24449681916,356142.75550318084,601.3999428344897
FI,Manual Match,Vaskiluoto B2,Vaskiluoto 2 -voimalaitos,coal,0.12075361223409856,84088.6000000002,270810.7680250026,37128.670409698185,26351.329590301815,313.3757678246725
FR,Manual Match,BLENOD 5,EDF Centrale de Blénod,gas,0.0,473878.0,0.0,0.0,251064.0,529.8072499672911
FR,Manual Match,BOUCHAIN 7,EDF Cycle Combiné Gaz de Bouchain,gas,0.0,555685.0,0.0,0.0,195645.0,352.07896560101494
FR,Manual Match,CPCU-CogeVitry–GP,CPCU VITRY,gas,0.0,245034.0,726012.4535732304,158270.90873596072,122097.09126403928,498.28632460817386
FR,Manual Match,Croix-de-Metz,TOTALENERGIES - Centrale Electrique Toul,gas,0.0,391870.0,0.0,0.0,184266.0,470.22226758874115
FR,Manual Match,DK6-TG1|DK6-TV1|DK6-TG2|DK6-TV2,CENTRALE DK6,gas,0.0,1460961.0,0.0,0.0,2618704.0,1792.4530497391786
FR,Manual Match,FR-GA-MORANT1,TOTALENERGIES CENTRALE ELECTRIQUE BAYET,gas,0.0,444949.0,0.0,0.0,182498.0,410.1548716819231
FR,Manual Match,FR_LANDIVISIAUGU,CEB - CENTRALE ELECTRIQUE DE LANDIVISIAU,gas,0.0,662070.0,0.0,0.0,241529.0,364.80885706949414
FR,Manual Match,GENNEVILLIERS 1,EDF TAC de Gennevilliers,gas,0.0,11354.0,0.0,0.0,7028.0,618.9889025893958
FR,Manual Match,SPEM CCG,Etablissement de Montoir-de-Bretagne,gas,0.0,373361.0,0.0,0.0,224176.0,600.4269326469556
FR,Manual Match,Saint_Avold_7|Saint_Avold_8,TE - Saint Avold Kernaman,gas,0.0,1357881.0,0.0,0.0,502288.0,369.9057575737491
FR,arrighi,ARRIGHI 1|ARRIGHI 2,EDF TAC de Vitry-Arrighi,oil,0.0,58205.0,0.0,0.0,53788.0,924.1130487071557
FR,brennilis,BRENNILIS 3|BRENNILIS 1|BRENNILIS 2,EDF TAC DE BRENNILIS,oil,0.0,34189.0,0.0,0.0,48237.0,1410.8923922899178
FR,combigolfe,COMBIGOLFE CCG,CENTRALE COMBIGOLFE,gas,0.0,477475.0,0.0,0.0,176515.0,369.6842766636997
FR,cordemais,CORDEMAIS 4|CORDEMAIS 5,EDF Centrale de Cordemais,coal,0.0,223246.0,0.0,0.0,244336.0,1094.4697777339795
FR,cycofos,CYCOFOS PL1|CYCOFOS PL2,CENTRALE CYCOFOS,gas,0.0,250366.0,0.0,0.0,144105.0,575.5773547526421
FR,dirinon,DIRINON 1|DIRINON 2,EDF TAC DE DIRINON,oil,0.0,47477.0,0.0,0.0,33668.0,709.1433746866904
FR,martigues,MARTIGUES PONTEAU 5|MARTIGUES PONTEAU 6,EDF Centrale de Martigues,gas,0.0,937774.0,0.0,0.0,366608.0,390.9342762755205
FR,montereau,MONTEREAU 5|MONTEREAU 6,EDF TAC Montereau,oil,0.0,78782.0,0.0,0.0,53542.0,679.6222487370211
FR,sambre,Pont-sur-Sambre,TOTALENERGIES -Centrale Electrique Pont sur Sambre,gas,0.0,318459.0,0.0,0.0,119819.0,376.24623577917407
FR,vaires,VAIRES 1|VAIRES 2|VAIRES 3,EDF - TAC DE VAIRES,oil,0.0,77121.0,0.0,0.0,63278.0,820.5028461767871
GR,Manual Match,AGIOS DIMITRIOS I|AGIOS DIMITRIOS II|AGIOS DIMITRIOS III|AGIOS DIMITRIOS IV|AGIOS DIMITRIOS V,ΑΤΜΟΗΛΕΚΤΡΙΚΟΣ ΣΤΑΘΜΟΣ ΑΗΣ ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ,lignite,0.0,1719786.0,284530.2949068347,184470.3707626205,2548557.6292373794,1481.9039283011837
GR,Manual Match,ALIVERI V,ΑΤΜΟΗΛΕΚΤΡΙΚΟΣ ΣΤΑΘΜΟΣ ΑΛΙΒΕΡΙΟΥ,gas,0.0,1727978.0,0.0,0.0,645113.0,373.3340355027668
GR,Manual Match,ALOUMINIO,ALUMINIUM OF GREECE,gas,0.9847541262087711,1115122.0,4607134.514862556,765015.7960435695,423237.20395643055,379.5434077674286
GR,Manual Match,HERON_CC|HERON1|HERON2|HERON3,ΣΤΑΘ. ΗΛΕΚΤΡΟΠΑΡΑΓΩΓΗΣ ΣΥΝΔΥΑΣΜΕΝΟΥ ΚΥΚΛΟΥ ΗΡΩΝ ΙΙ,gas,0.0,1809383.0,0.0,0.0,691287.0,382.0567563639097
GR,Manual Match,LAVRIO IV G_3GTST|LAVRIO V,ΑΤΜΟΗΛΕΚΤΡΙΚΟΣ ΣΤΑΘΜΟΣ ΛΑΥΡΙΟΥ,gas,0.0,2484589.0,0.0,0.0,1029887.0,414.51000547776715
